tBodyAcc-mean()-X,tBodyAcc-mean()-Y,tBodyAcc-mean()-Z,Activity,Activity_Label
0.27971673,-0.01700738,-0.11136736,5,STANDING
0.27550465,-0.015157037,-0.10454342,5,STANDING
0.27327493,-0.018951525,-0.10036848,5,STANDING
0.27539025,-0.020272838,-0.10567263,5,STANDING
0.27719882,-0.013565973,-0.10835611,5,STANDING
0.27497836,-0.012275582,-0.10256304,5,STANDING
0.27653124,-0.016099976,-0.10455056,5,STANDING
0.28168012,-0.017040188,-0.11724827,5,STANDING
0.28022736,-0.019452014,-0.11421476,5,STANDING
0.2782825,-0.020008653,-0.10596217,5,STANDING
0.28095758,-0.014765841,-0.11161065,5,STANDING
0.27999614,-0.021338367,-0.11608535,5,STANDING
0.27851558,-0.022490792,-0.11076867,5,STANDING
0.22427255,-0.000685709,0.055248828,5,STANDING
0.29807607,-0.026512385,-0.20766515,5,STANDING
0.28830129,-0.005703204,-0.10469268,5,STANDING
0.27801422,-0.021939889,-0.1121461,5,STANDING
0.27840652,-0.013812677,-0.11450764,5,STANDING
0.27590151,-0.000989012,-0.090526901,5,STANDING
0.27768142,-0.018777111,-0.11104546,5,STANDING
0.27986841,-0.028163576,-0.12173014,5,STANDING
0.277452,-0.018574484,-0.10827988,5,STANDING
0.27675899,-0.018365715,-0.10814703,5,STANDING
0.27743374,-0.016645553,-0.11033062,5,STANDING
0.28078495,-0.014031139,-0.10798209,5,STANDING
0.27771205,-0.014836892,-0.10909017,5,STANDING
0.27381849,-0.018411033,-0.10815305,5,STANDING
0.27564027,-0.022330409,-0.11056447,5,STANDING
0.27863245,-0.017902854,-0.11130315,5,STANDING
0.28024137,-0.012643278,-0.1056749,5,STANDING
0.27721213,-0.017348073,-0.10463284,5,STANDING
0.27601189,-0.015712841,-0.10311748,5,STANDING
0.27493892,-0.020217263,-0.11517216,5,STANDING
0.2818431,-0.013648654,-0.12997678,5,STANDING
0.27656566,-0.018333388,-0.11351215,5,STANDING
0.27566985,-0.015515447,-0.088130339,5,STANDING
0.28019741,-0.013615076,-0.094885625,5,STANDING
0.27696651,-0.018271807,-0.11729314,5,STANDING
0.27602626,-0.020542875,-0.11354381,5,STANDING
0.28045035,-0.008150489,-0.10269327,5,STANDING
0.28302929,-0.005734002,-0.11718818,5,STANDING
0.27755117,-0.02176511,-0.12479204,5,STANDING
0.27627565,-0.022734665,-0.11006354,5,STANDING
0.27799466,-0.019994808,-0.11211497,5,STANDING
0.27322197,-0.022346663,-0.11254356,5,STANDING
0.27613473,-0.021575664,-0.10664802,5,STANDING
0.27821668,-0.015029812,-0.10970443,5,STANDING
0.28130582,-0.004511771,-0.10356454,5,STANDING
0.28171592,-0.008136382,-0.094709652,5,STANDING
0.27541014,-0.021844786,-0.10286208,5,STANDING
0.27209328,-0.024768809,-0.088609535,5,STANDING
0.28476447,-0.040229179,-0.12095681,5,STANDING
0.28510064,-0.030014325,-0.15497179,5,STANDING
0.28184389,-0.009063628,-0.12013415,5,STANDING
0.28133378,-0.017197555,-0.12754065,5,STANDING
0.28092202,-0.019643146,-0.11787967,5,STANDING
0.28016885,-0.010885812,-0.1159591,5,STANDING
0.27560779,-0.006746452,-0.10315952,5,STANDING
0.27801052,-0.022789622,-0.1166042,5,STANDING
0.28121704,-0.037326404,-0.14830227,5,STANDING
0.27856116,-0.027364678,-0.12860079,5,STANDING
0.27925948,-0.019001955,-0.11033693,5,STANDING
0.27789387,-0.015032385,-0.099931631,5,STANDING
0.27698134,-0.020475125,-0.10421652,5,STANDING
0.27668269,-0.025099512,-0.12392965,5,STANDING
0.27653405,-0.019169374,-0.1134809,5,STANDING
0.27777996,-0.016646326,-0.10414521,5,STANDING
0.2767572,-0.009028608,-0.091022671,5,STANDING
0.27370937,0.009102133,-0.067791948,5,STANDING
0.27897343,-0.00091809,-0.10392572,5,STANDING
0.28290967,-0.028870275,-0.13347921,5,STANDING
0.27795294,-0.030306528,-0.11813252,5,STANDING
0.27471289,-0.026895825,-0.10987176,5,STANDING
0.27244081,-0.026009078,-0.10269477,5,STANDING
0.33585768,0.1011854,-0.00808436,5,STANDING
0.28844145,-0.033906824,-0.14068878,5,STANDING
0.27382958,-0.023525126,-0.11407807,5,STANDING
0.27966479,-0.01616842,-0.11660039,5,STANDING
0.27789082,-0.021137355,-0.11828525,5,STANDING
0.27728132,-0.016017254,-0.11351092,5,STANDING
0.27915454,-0.014541079,-0.10950965,5,STANDING
0.27872068,-0.014199204,-0.10720208,5,STANDING
0.27771196,-0.013600536,-0.10987957,5,STANDING
0.27713723,-0.017659284,-0.10987287,5,STANDING
0.27908612,-0.018875683,-0.1164626,5,STANDING
0.27851535,-0.014855072,-0.11273202,5,STANDING
0.27625659,-0.016113235,-0.10424734,5,STANDING
0.27749279,-0.021679465,-0.10928508,5,STANDING
0.28765873,-0.053206274,-0.13641347,5,STANDING
0.27533571,-0.060845959,-0.16575225,5,STANDING
0.27933779,-0.044634528,-0.17070247,5,STANDING
0.2795014,-0.01624828,-0.10578375,5,STANDING
0.27764618,-0.01180609,-0.10032792,5,STANDING
0.27682342,-0.021037708,-0.12517043,5,STANDING
0.27636976,-0.033720421,-0.12366618,5,STANDING
0.2777969,-0.018762326,-0.10330621,5,STANDING
0.2779903,-0.01383186,-0.1124106,5,STANDING
0.27825154,-0.027559971,-0.13452162,5,STANDING
0.27728542,-0.024693719,-0.12518267,5,STANDING
0.27653378,-0.010439569,-0.099201589,5,STANDING
0.28002999,-0.009543852,-0.10463742,5,STANDING
0.279677,-0.007761527,-0.096702786,5,STANDING
0.27408757,-0.005892245,-0.077848777,5,STANDING
0.27566712,-0.024430934,-0.10351154,5,STANDING
0.27869615,-0.029580205,-0.12681696,5,STANDING
0.27744406,-0.018081268,-0.10900081,5,STANDING
0.27624818,-0.011081856,-0.079034385,5,STANDING
0.42538905,0.064045854,-0.011087835,5,STANDING
0.28732066,0.006754083,-0.068022806,5,STANDING
0.26884023,-0.031632779,-0.11496698,5,STANDING
0.28046557,-0.016804239,-0.11686398,5,STANDING
0.28374864,0.006037287,-0.10235742,5,STANDING
0.27764316,-0.010268025,-0.099290322,5,STANDING
0.27695015,-0.032315093,-0.11669182,5,STANDING
0.27672055,-0.02518199,-0.12293596,5,STANDING
0.27654332,-0.020650204,-0.12042519,5,STANDING
0.28060428,-0.013734178,-0.11244662,5,STANDING
0.27970801,-0.009727256,-0.10114525,5,STANDING
0.27615538,-0.007744746,-0.09887902,5,STANDING
0.27926262,-0.007919652,-0.10106214,5,STANDING
0.27990714,-0.014992022,-0.10582245,5,STANDING
0.27637538,-0.021451601,-0.11382421,5,STANDING
0.27783561,-0.018590572,-0.1161977,5,STANDING
0.27829783,-0.020094049,-0.11946849,5,STANDING
0.27879069,-0.032476769,-0.14582915,5,STANDING
0.27570921,-0.017982508,-0.10242427,5,STANDING
0.27768305,-0.021162545,-0.10703541,5,STANDING
0.27730095,-0.015993721,-0.098618838,5,STANDING
0.27960097,-0.013969307,-0.090564432,5,STANDING
0.27718242,-0.017877721,-0.11007078,5,STANDING
0.27625284,-0.017428474,-0.1159556,5,STANDING
0.27612225,-0.018618422,-0.11477608,5,STANDING
0.27688012,-0.018878067,-0.11033474,5,STANDING
0.27889394,-0.014929155,-0.10450231,5,STANDING
0.27852851,-0.007484694,-0.10335288,5,STANDING
0.28018,-0.010090857,-0.11018809,5,STANDING
0.27549277,-0.023184791,-0.10355787,5,STANDING
0.27538277,-0.023310911,-0.10090477,5,STANDING
0.28216824,-0.012055722,-0.11863892,5,STANDING
0.27591819,-0.018486352,-0.10028376,5,STANDING
0.27504266,-0.023412124,-0.098012683,5,STANDING
0.27902986,-0.016586228,-0.10934434,5,STANDING
0.34969415,0.00435416,0.035165941,5,STANDING
0.27062336,-0.006057489,-0.10237185,5,STANDING
0.2776073,-0.022312605,-0.11621655,5,STANDING
0.28061635,-0.014623478,-0.10420289,5,STANDING
0.27865797,-0.013750199,-0.10932033,5,STANDING
0.27576924,-0.013814389,-0.10039942,5,STANDING
0.27779827,-0.015101514,-0.10615029,5,STANDING
0.27872963,-0.01788004,-0.11205515,5,STANDING
0.27791364,-0.020981205,-0.11397486,5,STANDING
0.27781516,-0.016905954,-0.11898384,5,STANDING
0.27618725,-0.011253702,-0.10619188,5,STANDING
0.27817755,-0.015467318,-0.10098679,5,STANDING
0.27821857,-0.022407065,-0.12074044,5,STANDING
0.27615321,-0.018582346,-0.11581892,5,STANDING
0.27686936,-0.016575785,-0.10395927,5,STANDING
0.2785596,-0.018445921,-0.10220782,5,STANDING
0.27879515,-0.015906317,-0.099725038,5,STANDING
0.27802932,-0.014771515,-0.10415904,5,STANDING
0.28317117,-0.020314872,-0.20728582,5,STANDING
0.28162877,-0.021067372,-0.13248117,5,STANDING
0.27607667,-0.027136767,-0.11560957,5,STANDING
0.27610493,-0.020150292,-0.118754,5,STANDING
0.27841812,-0.016270548,-0.11644741,5,STANDING
0.28067849,-0.012590408,-0.10143717,5,STANDING
0.27836107,-0.015668108,-0.099043113,5,STANDING
0.27651666,-0.016758165,-0.10633804,5,STANDING
0.27827448,-0.014037867,-0.10578742,5,STANDING
0.27644277,-0.016219016,-0.10653508,5,STANDING
0.27711575,-0.022718678,-0.1224341,5,STANDING
0.28005249,-0.017107084,-0.11551549,5,STANDING
0.27737757,-0.013297714,-0.10432203,5,STANDING
0.27731838,-0.016813149,-0.10878974,5,STANDING
0.2785622,-0.014971728,-0.10143299,5,STANDING
0.27717515,-0.016800059,-0.10050161,5,STANDING
0.27643007,-0.015864819,-0.10713283,5,STANDING
0.27748008,-0.01711812,-0.11777324,5,STANDING
0.2769478,-0.024997853,-0.12683761,5,STANDING
0.27546687,-0.021767197,-0.11954477,5,STANDING
0.27725269,-0.015754744,-0.10902105,5,STANDING
0.27764167,-0.016895883,-0.09738302,5,STANDING
0.27752978,-0.020663509,-0.10611704,5,STANDING
0.27586268,-0.020709958,-0.10508921,5,STANDING
0.27864816,-0.013466196,-0.10062033,5,STANDING
0.37536869,0.049797742,0.038440156,5,STANDING
0.27879214,0.024725148,-0.14959568,5,STANDING
0.27358657,-0.017380977,-0.13279684,5,STANDING
0.27443779,-0.065376664,-0.1247859,5,STANDING
0.27358798,-0.030363608,-0.14865932,5,STANDING
0.27693548,-0.011099149,-0.10739798,5,STANDING
0.27972554,-0.010394724,-0.099715234,5,STANDING
0.28089425,-0.009075808,-0.1012542,5,STANDING
0.28142127,-0.00731944,-0.089655397,5,STANDING
0.28059011,-0.010614643,-0.094032794,5,STANDING
0.27903118,-0.019139339,-0.10881282,5,STANDING
0.27622203,-0.018775188,-0.10525233,5,STANDING
0.27631656,-0.015386661,-0.10518001,5,STANDING
0.27656049,-0.018076384,-0.10874999,5,STANDING
0.2777386,-0.016597723,-0.10526044,5,STANDING
0.27699358,-0.018879667,-0.10943215,5,STANDING
0.27116707,-0.033538342,-0.12934946,5,STANDING
0.271376,-0.034325419,-0.12778418,5,STANDING
0.27569941,-0.022066914,-0.11866366,5,STANDING
0.28538822,0.018487718,-0.045186945,5,STANDING
0.26786457,-0.033854599,-0.15072664,5,STANDING
0.28638326,-0.035401458,-0.19396931,5,STANDING
0.27394147,-0.011132456,-0.080146897,5,STANDING
0.27059768,-0.028462472,-0.09012691,5,STANDING
0.28190528,-0.020871772,-0.12500629,5,STANDING
0.28859303,0.007487961,-0.087688706,5,STANDING
0.28014142,-0.00538893,-0.076979908,5,STANDING
0.27736566,-0.015510949,-0.10656866,5,STANDING
0.28271894,-0.009179855,-0.11773313,5,STANDING
0.27864784,-0.020038263,-0.11859049,5,STANDING
0.27392004,-0.026125152,-0.12015034,5,STANDING
0.27193145,-0.025256371,-0.10836207,5,STANDING
0.27582189,-0.021843218,-0.10806278,5,STANDING
0.28231758,-0.011755048,-0.10354231,5,STANDING
0.28204844,-0.009014516,-0.107775,5,STANDING
0.27962567,-0.014151831,-0.11199465,5,STANDING
0.27528576,-0.016684538,-0.081188764,5,STANDING
0.27398655,-0.021850102,-0.097782607,5,STANDING
0.27628297,-0.026355128,-0.1306026,5,STANDING
0.27526996,-0.018670025,-0.10689878,5,STANDING
0.30137859,-0.009898386,-0.15772357,5,STANDING
0.26256997,-0.031252261,-0.14214041,5,STANDING
0.27708688,-0.021315523,-0.10389355,5,STANDING
0.27589859,-0.021851213,-0.10334702,5,STANDING
0.27095191,-0.027604935,-0.096020872,5,STANDING
0.27748577,-0.02208519,-0.099491985,5,STANDING
0.2834504,-0.01097585,-0.096975025,5,STANDING
0.27866589,-0.013102567,-0.12828011,5,STANDING
0.28038492,-0.006891396,-0.13637644,5,STANDING
0.2641304,-0.033282721,-0.052674114,5,STANDING
0.28762532,0.002279827,-0.1004258,5,STANDING
0.29836684,0.018888035,-0.13564387,5,STANDING
0.26668079,-0.033700147,-0.067499491,5,STANDING
0.280013,-0.01826206,-0.083740193,5,STANDING
0.28859376,-0.005515944,-0.09062503,5,STANDING
0.27219011,-0.024905815,-0.11668084,5,STANDING
0.26515456,-0.038072901,-0.13421986,5,STANDING
0.28473771,-0.001500793,-0.090182826,5,STANDING
0.31157053,0.088233147,-0.048404185,5,STANDING
0.26586497,-0.012347584,-0.035716401,5,STANDING
0.24453075,-0.10690825,-0.095900098,5,STANDING
0.2891197,-0.020120728,-0.16466779,5,STANDING
0.27157824,-0.062695101,-0.032320509,5,STANDING
0.28801834,-0.013074761,-0.086755819,5,STANDING
0.268135,-0.030484206,-0.090913605,5,STANDING
0.28211056,-0.006129589,-0.13250862,5,STANDING
0.28430829,-0.005958305,-0.10031796,5,STANDING
0.27633073,-0.00028552,-0.15487524,5,STANDING
0.27653751,-0.004412719,-0.14854742,5,STANDING
0.28163712,-0.023688474,-0.059002203,5,STANDING
0.2801513,-0.025719873,-0.093871991,5,STANDING
0.27660437,-0.024641213,-0.11955558,5,STANDING
0.2791469,-0.017226271,-0.10752695,5,STANDING
0.27595064,-0.013149684,-0.12088927,5,STANDING
0.27335081,-0.019857738,-0.10000448,5,STANDING
0.26904361,-0.026663356,-0.12345421,5,STANDING
0.27511114,-0.019781233,-0.12672095,5,STANDING
0.28579459,-0.009203271,-0.089718251,5,STANDING
0.25541007,-0.048320925,-0.13131397,5,STANDING
0.27609449,-0.021413165,-0.11006222,5,STANDING
0.2827461,-0.017251453,-0.086638892,5,STANDING
0.27674375,-0.015943018,-0.10807026,5,STANDING
0.27904064,-0.013521557,-0.11410047,5,STANDING
0.27364995,-0.023161209,-0.11051712,5,STANDING
0.27330702,-0.020045144,-0.11009369,5,STANDING
0.28036071,-0.014471306,-0.10492291,5,STANDING
0.28154689,-0.015140903,-0.10424365,5,STANDING
0.27443479,-0.019366991,-0.10623564,5,STANDING
0.27287248,-0.020376574,-0.11183434,5,STANDING
0.28134246,-0.016303915,-0.10228391,5,STANDING
0.28088259,-0.018150138,-0.095954696,5,STANDING
0.27588947,-0.016559247,-0.11027624,5,STANDING
0.27776525,-0.010689353,-0.13040371,5,STANDING
0.27922138,-0.013643088,-0.11905714,5,STANDING
0.27821235,-0.015935432,-0.098627038,5,STANDING
0.27964255,-0.011651492,-0.11822125,5,STANDING
0.27844805,-0.014743304,-0.10991722,5,STANDING
0.27790128,-0.018393698,-0.10030074,5,STANDING
0.27598871,-0.03116009,-0.082191483,5,STANDING
0.27933576,-0.018694725,-0.099747838,5,STANDING
0.27714602,-0.011244659,-0.10737109,5,STANDING
0.27619017,-0.014144908,-0.10248317,5,STANDING
0.27732007,-0.014347253,-0.10442765,5,STANDING
0.27671679,-0.016317039,-0.10923407,5,STANDING
0.27660778,-0.016727394,-0.11129632,5,STANDING
0.27569069,-0.012393342,-0.10566194,5,STANDING
0.2778551,-0.01228882,-0.10213854,5,STANDING
0.27790186,-0.016705835,-0.10615597,5,STANDING
0.27882795,-0.02115262,-0.11335248,5,STANDING
0.27814006,-0.016258787,-0.10940422,5,STANDING
0.27425682,-0.007726009,-0.10057359,5,STANDING
0.27856304,-0.017113769,-0.10959644,5,STANDING
0.28315081,-0.030258114,-0.12978761,5,STANDING
0.27627755,-0.021804702,-0.11217657,5,STANDING
0.2743549,-0.00767143,-0.091210282,5,STANDING
0.28267246,-0.058368628,-0.16682517,5,STANDING
0.27209611,-0.011156057,-0.1044958,5,STANDING
0.27797458,-0.014064725,-0.10069381,5,STANDING
0.27981043,-0.020455404,-0.10873707,5,STANDING
0.27850294,-0.021917302,-0.11291244,5,STANDING
0.27790918,-0.019376663,-0.10830794,5,STANDING
0.27772636,-0.017589445,-0.10457674,5,STANDING
0.27501302,-0.016530364,-0.10070598,5,STANDING
0.27720126,-0.017634127,-0.10624864,5,STANDING
0.27830106,-0.0130667,-0.10264952,5,STANDING
0.27619222,-0.014455507,-0.10354386,5,STANDING
0.27659729,-0.018724999,-0.11264203,5,STANDING
0.27996564,-0.019636159,-0.11409259,5,STANDING
0.27617314,-0.012915383,-0.10110868,5,STANDING
0.28018902,-0.018493721,-0.12964293,5,STANDING
0.27731107,-0.022700053,-0.11256009,5,STANDING
0.27908612,-0.016758041,-0.10670995,5,STANDING
0.27796346,-0.017687361,-0.10586819,5,STANDING
0.27747294,-0.012490167,-0.10872597,5,STANDING
0.2769146,-0.013276664,-0.10974388,5,STANDING
0.27824937,-0.017493395,-0.10952361,5,STANDING
0.27776965,-0.020321806,-0.11109758,5,STANDING
0.27740442,-0.025547622,-0.11123231,5,STANDING
0.27746041,-0.020653222,-0.11003219,5,STANDING
0.27489877,-0.011966672,-0.10419647,5,STANDING
0.2776083,-0.013200875,-0.10703174,5,STANDING
0.28067199,-0.017443174,-0.10951035,5,STANDING
0.27815467,-0.015297974,-0.10586851,5,STANDING
0.27701495,-0.014439212,-0.10368149,5,STANDING
0.30871491,0.001535252,-0.11294576,5,STANDING
0.26993152,-0.029598166,-0.13723323,5,STANDING
0.27864298,-0.015245194,-0.11280319,5,STANDING
0.27884582,-0.013898697,-0.10800946,5,STANDING
0.27694499,-0.018048946,-0.11144046,5,STANDING
0.27538207,-0.019204594,-0.10860164,5,STANDING
0.27589101,-0.010786714,-0.097182749,5,STANDING
0.28118681,-0.005391849,-0.089395619,5,STANDING
0.2807726,-0.023147109,-0.11306006,5,STANDING
0.27535865,-0.021681976,-0.11881826,5,STANDING
0.27645147,-0.013841808,-0.10621393,5,STANDING
0.27642384,-0.020017641,-0.10824899,5,STANDING
0.27792918,-0.019616478,-0.11056429,5,STANDING
0.27871425,-0.01765894,-0.10946523,5,STANDING
0.27803348,-0.016207409,-0.10400277,5,STANDING
0.2773892,-0.019277267,-0.11152745,5,STANDING
0.27569091,-0.020139673,-0.11271686,5,STANDING
0.27780795,-0.009734439,-0.099395025,5,STANDING
0.27898813,-0.010305583,-0.10143962,5,STANDING
0.27153236,-0.015991447,-0.099697663,5,STANDING
0.28030335,-0.017866645,-0.1030125,5,STANDING
0.28022294,-0.015785045,-0.11000251,5,STANDING
0.27772923,-0.004246622,-0.10891814,5,STANDING
0.27718549,-0.002934068,-0.10190728,5,STANDING
0.27552359,-0.014530056,-0.094175705,5,STANDING
0.27847648,-0.02685289,-0.16186351,5,STANDING
0.28074685,-0.036218891,-0.26885832,5,STANDING
0.27534432,-0.070698121,-0.1531763,5,STANDING
0.27184397,-0.039139311,0.024037676,5,STANDING
0.27353992,-0.006625531,-0.064155683,5,STANDING
0.28028569,-0.024771937,-0.091872015,5,STANDING
0.28184568,-0.022849637,-0.090889031,5,STANDING
0.27999846,-0.008851236,-0.1038818,5,STANDING
0.27726736,-0.01356557,-0.1083739,5,STANDING
0.27777839,-0.02043611,-0.11321125,5,STANDING
0.27777234,-0.021126584,-0.11154307,5,STANDING
0.28065649,-0.006883928,-0.11697934,5,STANDING
0.28015374,-0.005846098,-0.11959493,5,STANDING
0.26963572,-0.029251814,-0.12629066,5,STANDING
0.27863044,-0.015150532,-0.10596454,5,STANDING
0.2841381,-0.004913491,-0.091949248,5,STANDING
0.27550613,-0.024863588,-0.099967401,5,STANDING
0.27889154,-0.018042603,-0.098066169,5,STANDING
0.27892391,-0.012530832,-0.10338052,5,STANDING
0.27595357,-0.018847985,-0.10351355,5,STANDING
0.27489252,-0.023346928,-0.11228326,5,STANDING
0.28296159,-0.056688737,-0.1659172,5,STANDING
0.27383444,0.053191149,-0.079998108,5,STANDING
0.27846486,0.049576552,-0.078986216,5,STANDING
0.27746157,-0.014553326,-0.11347824,5,STANDING
0.27826465,-0.025406377,-0.11345228,5,STANDING
0.2752422,-0.013765048,-0.10220887,5,STANDING
0.27235888,-0.001138155,-0.11158704,5,STANDING
0.27025361,-0.001330071,-0.10523027,5,STANDING
0.27946057,-0.023736229,-0.1013962,5,STANDING
0.2863501,-0.036514193,-0.11518985,5,STANDING
0.27853931,-0.022352184,-0.10316842,5,STANDING
0.27659337,-0.015338274,-0.10315471,5,STANDING
0.27614088,-0.01410447,-0.11244139,5,STANDING
0.27684264,-0.011290107,-0.11418567,5,STANDING
0.27911116,-0.012272197,-0.1213144,5,STANDING
0.27248192,-0.016335006,-0.11623228,5,STANDING
0.27000874,-0.012789383,-0.11266413,5,STANDING
0.27134758,-0.047464309,-0.1328472,5,STANDING
0.27823468,-0.051404541,-0.1415533,5,STANDING
0.2782633,-0.017615879,-0.1175934,5,STANDING
0.28308886,-0.011299488,-0.1019937,5,STANDING
0.28127853,0.027026407,-0.07872753,5,STANDING
0.270349,0.054640165,-0.006442278,5,STANDING
0.27786314,-0.040286074,-0.14907622,5,STANDING
0.28090599,-0.079616037,-0.20877477,5,STANDING
0.27828144,-0.022785759,-0.092916447,5,STANDING
0.27918238,0.006078061,-0.079498729,5,STANDING
0.27452662,-0.032258801,-0.110678,5,STANDING
0.27024621,-0.067724069,-0.14725824,5,STANDING
0.2744222,-0.02111474,-0.096431988,5,STANDING
0.2748345,-0.014148837,-0.080436854,5,STANDING
0.27767575,0.01102052,-0.062291831,5,STANDING
0.28725164,-0.037455064,-0.14597431,4,SITTING
0.2799976,-0.019484036,-0.10572355,4,SITTING
0.22184689,0.034107675,-0.12361242,4,SITTING
0.30368927,-0.004242805,-0.15085028,4,SITTING
0.29075969,-0.02403476,-0.11673889,4,SITTING
0.27090823,-0.014412968,-0.10652245,4,SITTING
0.2795534,-0.017001147,-0.11051668,4,SITTING
0.27635864,-0.016138088,-0.10803259,4,SITTING
0.23715407,0.007825122,-0.12283791,4,SITTING
0.2731084,0.006518112,-0.10947182,4,SITTING
0.28150539,-0.018434859,-0.11139287,4,SITTING
0.27843225,-0.019654302,-0.10797029,4,SITTING
0.2733796,-0.009940106,-0.10839283,4,SITTING
0.27905615,-0.01626097,-0.11281565,4,SITTING
0.2785991,-0.019910142,-0.1111806,4,SITTING
0.27328142,-0.011127209,-0.10634926,4,SITTING
0.27853812,-0.016173432,-0.10970656,4,SITTING
0.27746121,-0.017491016,-0.10635945,4,SITTING
0.27394057,-0.013147584,-0.10543517,4,SITTING
0.27930326,-0.020521383,-0.11323643,4,SITTING
0.2790872,-0.019083242,-0.10588882,4,SITTING
0.26297624,-0.000287371,-0.17609097,4,SITTING
0.29811757,-0.035646628,-0.11592994,4,SITTING
0.27727452,-0.011693149,-0.10258892,4,SITTING
0.27866687,-0.017999434,-0.11006327,4,SITTING
0.27873199,-0.018106346,-0.10781649,4,SITTING
0.27559191,-0.013962574,-0.10788811,4,SITTING
0.27832678,-0.01757272,-0.10987181,4,SITTING
0.27839415,-0.018437222,-0.1116638,4,SITTING
0.27750957,-0.016333594,-0.10989482,4,SITTING
0.27798405,-0.017867041,-0.10694863,4,SITTING
0.27564442,-0.015470231,-0.10820759,4,SITTING
0.31076307,0.018053586,-0.20554844,4,SITTING
0.2645391,-0.019722322,-0.071903067,4,SITTING
0.26963511,-0.008931439,-0.089394709,4,SITTING
0.27259354,-0.00576265,-0.10852663,4,SITTING
0.27682826,-0.016123297,-0.11023355,4,SITTING
0.2761599,-0.01332633,-0.10596005,4,SITTING
0.27575308,-0.010254163,-0.10953993,4,SITTING
0.27790646,-0.017143471,-0.10985922,4,SITTING
0.27554943,-0.014115159,-0.10899857,4,SITTING
0.27778196,-0.015873588,-0.11050438,4,SITTING
0.27725766,-0.014249297,-0.11220537,4,SITTING
0.27426151,-0.012264695,-0.10949351,4,SITTING
0.3256536,0.028817786,-0.032056785,4,SITTING
0.26217511,-0.062819481,-0.15703615,4,SITTING
0.27439932,-0.001769719,-0.083310746,4,SITTING
0.27118439,-0.01149042,-0.089935247,4,SITTING
0.27055607,-0.006124918,-0.091966376,4,SITTING
0.26051905,0.009819306,-0.078471122,4,SITTING
0.23159725,-0.023177324,-0.064478524,4,SITTING
0.27500006,-0.018702893,-0.10325556,4,SITTING
0.25401543,-0.010676678,-0.094228226,4,SITTING
0.27732739,0.019990398,-0.15202442,4,SITTING
0.26788442,0.006040315,-0.10005102,4,SITTING
0.27687512,-0.01572964,-0.10257949,4,SITTING
0.27589441,-0.015358871,-0.096289703,4,SITTING
0.27463913,-0.014627271,-0.09635546,4,SITTING
0.27565662,-0.018430818,-0.10803572,4,SITTING
0.28167526,-0.017778461,-0.12445165,4,SITTING
0.28685725,-0.02272766,-0.14375749,4,SITTING
0.27950407,-0.02047285,-0.12044462,4,SITTING
0.27376357,-0.013785705,-0.10031331,4,SITTING
0.27789697,-0.016519861,-0.1051797,4,SITTING
0.27771536,-0.017965805,-0.10457087,4,SITTING
0.27416643,-0.014211302,-0.09759523,4,SITTING
0.16430905,0.077554196,-0.052819223,4,SITTING
0.24429634,-0.055037125,-0.068961997,4,SITTING
0.27134909,-0.015977023,-0.035051208,4,SITTING
0.26855745,-0.014486297,-0.0968184,4,SITTING
0.27698778,-0.018260734,-0.10951976,4,SITTING
0.27788045,-0.017338655,-0.10617037,4,SITTING
0.27555343,-0.016676012,-0.10413444,4,SITTING
0.27464524,-0.015177054,-0.10466006,4,SITTING
0.27766128,-0.017271065,-0.10722065,4,SITTING
0.27838495,-0.019059906,-0.11011034,4,SITTING
0.27618768,-0.017867055,-0.11142905,4,SITTING
0.27552752,-0.014104146,-0.11142994,4,SITTING
0.27240728,-0.085983504,-0.21536595,4,SITTING
0.28980389,-0.067702978,-0.17441414,4,SITTING
0.26915611,-0.015872993,-0.13505463,4,SITTING
0.27358776,0.006608267,-0.13555113,4,SITTING
0.27889486,-0.004494189,-0.11133195,4,SITTING
0.27832059,-0.025827408,-0.094847131,4,SITTING
0.27882544,-0.014209379,-0.096209069,4,SITTING
0.27614864,0.001508869,-0.094874242,4,SITTING
0.27546483,-0.007686772,-0.089048689,4,SITTING
0.27758758,-0.026988376,-0.098281824,4,SITTING
0.26184609,0.012139631,-0.17727136,4,SITTING
0.28577601,-0.033157071,-0.089408997,4,SITTING
0.25615433,-0.034265946,-0.14602717,4,SITTING
0.2612768,0.015786385,-0.1414368,4,SITTING
0.24486664,0.002317532,-0.10838318,4,SITTING
0.27861767,-0.014431964,-0.11842574,4,SITTING
0.26804369,-0.014861369,-0.10541412,4,SITTING
0.27364874,-0.01562259,-0.11175376,4,SITTING
0.27792867,-0.019371201,-0.096513379,4,SITTING
0.27786886,-0.017912133,-0.1033975,4,SITTING
0.29024824,-0.014810354,-0.14075001,4,SITTING
0.28122698,-0.014494686,-0.13413847,4,SITTING
0.29758243,-0.023350527,-0.14052549,4,SITTING
0.29063575,-0.0530333,-0.13718076,4,SITTING
0.27770711,-0.006516599,-0.1065482,4,SITTING
0.27300859,-0.006901705,-0.097782527,4,SITTING
0.27407041,0.001962847,-0.11901616,4,SITTING
0.28287247,-0.015263164,-0.13345985,4,SITTING
0.27699958,-0.02525726,-0.10636108,4,SITTING
0.27264024,-0.016228416,-0.10013735,4,SITTING
0.28049483,-0.018677425,-0.11243487,4,SITTING
0.28213962,-0.015997534,-0.12714797,4,SITTING
0.26791366,-0.018408409,-0.12914511,4,SITTING
